Year,Genre,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Rank
2004,Action,0.18,0.01,0.3,0.51,3905
2005,Misc,0.37,0.14,0,0.51,3906
2009,Fighting,0.36,0.09,0.02,0.51,3907
1999,Misc,0.41,0.09,0,0.51,3908
1985,Platform,0,0,0.51,0.51,3909
1999,Sports,0.01,0.26,0.22,0.51,3910
2010,Sports,0.47,0,0,0.51,3911
2009,Action,0.33,0.13,0,0.51,3912
2010,Shooter,0.24,0.19,0,0.51,3913
2006,Platform,0.45,0.02,0,0.51,3914
2008,Action,0.19,0.23,0,0.51,3915
2003,Sports,0.44,0.04,0,0.51,3916
1996,Strategy,0,0,0.48,0.51,3917
2002,Platform,0.37,0.14,0,0.51,3918
2006,Fighting,0.44,0.03,0,0.51,3919
2006,Simulation,0.15,0.12,0.2,0.51,3920
2010,Strategy,0.18,0.22,0.02,0.51,3921
2008,Role-Playing,0.32,0.04,0.11,0.51,3922
2007,Racing,0.08,0.28,0,0.51,3923
2015,Action,0.3,0.16,0,0.51,3924
2007,Puzzle,0.17,0.02,0.3,0.51,3925
2007,Role-Playing,0.36,0.03,0.07,0.51,3926
2006,Sports,0.42,0.02,0,0.51,3927
2009,Action,0.18,0.21,0,0.51,3928
2016,Action,0.27,0.19,0.01,0.51,3929
2010,Action,0.47,0.01,0,0.51,3930
2004,Misc,0.37,0.11,0,0.51,3931
2007,Sports,0.25,0.19,0,0.51,3932
2000,Role-Playing,0,0,0.51,0.51,3933
2006,Racing,0.42,0.05,0,0.51,3934
2015,Action,0.18,0.24,0,0.51,3935
2008,Simulation,0,0.42,0,0.51,3936
2004,Fighting,0.36,0.13,0,0.51,3937
2012,Action,0.26,0.19,0,0.51,3938
2007,Simulation,0.46,0.01,0,0.51,3939
2004,Sports,0.37,0.11,0,0.51,3940
2004,Action,0.25,0.19,0,0.51,3941
1988,Shooter,0.47,0.03,0,0.51,3942
2005,Misc,0.22,0.17,0.05,0.51,3943
2015,Misc,0.29,0.17,0,0.51,3944
2014,Shooter,0.14,0.25,0.02,0.51,3945
2002,Misc,0.25,0.19,0,0.51,3946
2009,Adventure,0.12,0.33,0,0.51,3947
1997,Sports,0.28,0.19,0,0.51,3948
2004,Action,0.36,0.13,0,0.5,3949
2012,Racing,0.1,0.35,0,0.5,3950
2008,Sports,0.45,0.01,0,0.5,3951
2006,Racing,0.42,0.02,0,0.5,3952
2003,Platform,0.25,0.19,0,0.5,3953
N/A,Shooter,0.23,0.21,0.01,0.5,3954
1983,Action,0.47,0.03,0,0.5,3955
2011,Adventure,0.27,0.15,0.04,0.5,3956
2011,Action,0.1,0.34,0,0.5,3957
2006,Sports,0.31,0.12,0,0.5,3958
2003,Racing,0.42,0.06,0,0.5,3959
2009,Role-Playing,0.22,0.12,0.11,0.5,3960
2011,Role-Playing,0,0,0.5,0.5,3961
2005,Fighting,0.14,0.02,0.32,0.5,3962
2006,Adventure,0.39,0.1,0,0.5,3963
2001,Misc,0.28,0.19,0,0.5,3964
2001,Action,0.25,0.19,0,0.5,3965
2006,Action,0.25,0.19,0,0.5,3966
2008,Misc,0.25,0.19,0,0.5,3967
1982,Shooter,0.47,0.03,0,0.5,3968
2002,Misc,0.25,0.19,0,0.5,3969
2008,Platform,0.25,0.19,0,0.5,3970
2015,Sports,0.27,0.19,0,0.5,3971
2014,Action,0.2,0.26,0,0.5,3972
2010,Simulation,0.34,0.12,0,0.5,3973
2007,Misc,0.43,0.03,0,0.5,3974
2012,Misc,0.22,0.07,0.18,0.5,3975
2011,Fighting,0.27,0.11,0.07,0.5,3976
2006,Sports,0.46,0,0,0.5,3977
2000,Action,0.4,0.09,0,0.5,3978
2007,Simulation,0.46,0.01,0,0.5,3979
2002,Simulation,0.24,0.19,0,0.5,3980
2001,Role-Playing,0.13,0.05,0.31,0.5,3981
2011,Misc,0.27,0.04,0.17,0.5,3982
2004,Strategy,0,0,0.5,0.5,3983
2010,Adventure,0.27,0.18,0,0.5,3984
2007,Sports,0.45,0.01,0,0.5,3985
2004,Action,0.41,0.02,0.03,0.5,3986
1995,Sports,0.28,0.19,0,0.5,3987
2004,Fighting,0.3,0.1,0.08,0.5,3988
1997,Role-Playing,0.11,0.07,0.29,0.5,3989
2013,Sports,0.11,0.25,0.01,0.5,3990
2002,Shooter,0.24,0.19,0,0.5,3991
2009,Action,0.2,0.22,0,0.5,3992
2004,Action,0.24,0.19,0,0.5,3993
2013,Action,0.29,0.16,0,0.5,3994
2010,Sports,0.41,0.02,0,0.5,3995
2012,Sports,0.47,0,0,0.5,3996
2014,Shooter,0.22,0.24,0,0.5,3997
2008,Misc,0.46,0,0,0.5,3998
2004,Role-Playing,0.11,0.08,0.28,0.5,3999
2011,Racing,0.28,0.17,0,0.5,4000
2009,Racing,0.29,0.16,0,0.5,4001
2004,Sports,0.38,0.1,0,0.5,4002
2003,Racing,0.24,0.19,0,0.5,4003
1996,Sports,0,0,0.5,0.5,4004
2008,Action,0.09,0.07,0.32,0.5,4005
2005,Action,0.24,0.19,0,0.5,4006
2001,Platform,0.36,0.13,0,0.5,4007
2008,Strategy,0,0,0.5,0.5,4008
1996,Role-Playing,0,0,0.46,0.5,4009
2007,Action,0.41,0.02,0,0.5,4010
2005,Action,0.41,0.01,0,0.5,4011
2012,Action,0.21,0.2,0,0.5,4012
2002,Shooter,0.24,0.19,0,0.5,4013
2014,Action,0.25,0.2,0.01,0.5,4014
1982,Sports,0.46,0.03,0,0.5,4015
2007,Platform,0.24,0.19,0,0.5,4016
1981,Action,0.46,0.03,0,0.5,4017
1982,Action,0.46,0.03,0,0.5,4018
2011,Racing,0.19,0.15,0.12,0.5,4019
2007,Racing,0.46,0,0,0.49,4020
2011,Action,0.3,0.12,0.03,0.49,4021
2011,Action,0.16,0.17,0.13,0.49,4022
2011,Action,0.26,0.15,0.05,0.49,4023
2006,Sports,0.44,0.02,0,0.49,4024
2004,Sports,0.35,0.13,0,0.49,4025
2011,Racing,0.21,0.2,0,0.49,4026
1980,Sports,0.46,0.03,0,0.49,4027
2015,Action,0,0,0.49,0.49,4028
2014,Action,0.09,0.29,0,0.49,4029
2005,Action,0.41,0.01,0,0.49,4030
2010,Shooter,0.2,0.23,0.01,0.49,4031
2012,Action,0.31,0.13,0.02,0.49,4032
2002,Fighting,0.38,0.1,0,0.49,4033
2013,Platform,0.24,0.15,0.07,0.49,4034
2003,Action,0.35,0.13,0,0.49,4035
2004,Shooter,0.34,0.13,0,0.49,4036
2008,Adventure,0.45,0,0,0.49,4037
2006,Platform,0.45,0,0,0.49,4038
2003,Simulation,0.35,0.13,0,0.49,4039
2005,Role-Playing,0.12,0.1,0.24,0.49,4040
2008,Sports,0.12,0.31,0,0.49,4041
2006,Shooter,0,0,0.49,0.49,4042
1993,Puzzle,0,0,0.49,0.49,4043
2006,Action,0.37,0.11,0,0.49,4044
2009,Shooter,0.24,0.2,0,0.49,4045
2014,Misc,0.18,0.12,0.16,0.49,4046
1997,Sports,0.16,0.3,0,0.49,4047
2008,Fighting,0.24,0.18,0.03,0.49,4048
2010,Action,0.42,0.02,0.02,0.49,4049
2010,Shooter,0.2,0.23,0,0.49,4050
2012,Shooter,0.28,0.17,0,0.49,4051
1997,Sports,0,0,0.49,0.49,4052
2013,Action,0.07,0.26,0.09,0.49,4053
2004,Sports,0.24,0.19,0,0.49,4054
2009,Racing,0,0.15,0,0.49,4055
2003,Sports,0.24,0.19,0,0.49,4056
2012,Action,0.36,0.04,0.04,0.49,4057
2013,Action,0.28,0.17,0,0.49,4058
2003,Misc,0,0,0.49,0.49,4059
2008,Adventure,0.14,0.3,0,0.49,4060
2001,Fighting,0,0,0.46,0.49,4061
2009,Shooter,0.25,0.01,0,0.49,4062
2008,Sports,0,0.47,0,0.49,4063
2008,Shooter,0,0.45,0,0.49,4064
2001,Racing,0.36,0.09,0.02,0.49,4065
2003,Racing,0.24,0.19,0,0.49,4066
2014,Racing,0.07,0.31,0.02,0.49,4067
2002,Action,0.36,0.11,0,0.49,4068
2009,Sports,0.45,0,0,0.49,4069
1999,Action,0.27,0.18,0,0.49,4070
2008,Adventure,0.08,0.35,0,0.49,4071
2011,Racing,0.27,0.16,0.02,0.49,4072
2001,Misc,0,0,0.49,0.49,4073
2011,Action,0.31,0.1,0.05,0.49,4074
2005,Role-Playing,0.07,0.05,0.35,0.49,4075
1995,Simulation,0,0,0.49,0.49,4076
2007,Action,0.42,0.02,0,0.49,4077
2008,Action,0.01,0.45,0,0.49,4078
2015,Shooter,0.12,0.23,0.07,0.49,4079
2007,Action,0.38,0.06,0,0.49,4080
2008,Misc,0.44,0.01,0,0.49,4081
2009,Shooter,0.19,0.21,0.01,0.49,4082
2012,Racing,0.12,0.25,0,0.48,4083
2007,Misc,0.43,0.02,0,0.48,4084
2009,Shooter,0.33,0.11,0.01,0.48,4085
2007,Puzzle,0,0.48,0,0.48,4086
2007,Action,0.4,0.02,0,0.48,4087
2012,Action,0.16,0.18,0.05,0.48,4088
2006,Role-Playing,0.16,0.01,0.29,0.48,4089
2005,Action,0.35,0.13,0,0.48,4090
2009,Sports,0.15,0.27,0,0.48,4091
2007,Simulation,0.42,0.03,0,0.48,4092
2014,Sports,0.15,0.14,0.17,0.48,4093
2004,Racing,0.35,0.13,0,0.48,4094
1999,Role-Playing,0,0,0.45,0.48,4095
2004,Sports,0.36,0.11,0,0.48,4096
2009,Action,0.23,0.19,0.01,0.48,4097
1983,Shooter,0.45,0.03,0,0.48,4098
1991,Adventure,0,0,0.48,0.48,4099
2008,Misc,0.27,0.17,0,0.48,4100
2008,Shooter,0.22,0.2,0.01,0.48,4101
2010,Shooter,0.2,0.24,0,0.48,4102
2003,Misc,0.24,0.18,0,0.48,4103
2006,Action,0.4,0.02,0,0.48,4104
1999,Fighting,0.27,0.18,0,0.48,4105
2008,Misc,0.42,0.03,0,0.48,4106
2006,Sports,0.44,0,0,0.48,4107
1998,Fighting,0.27,0.18,0,0.48,4108
2014,Action,0.08,0.36,0,0.48,4109
2009,Misc,0.24,0.15,0,0.48,4110
2010,Adventure,0.25,0.07,0.13,0.48,4111
2008,Platform,0.22,0.21,0,0.48,4112
2010,Sports,0.09,0.24,0.03,0.48,4113
2003,Simulation,0.24,0.18,0,0.48,4114
2008,Action,0.44,0.01,0,0.48,4115
1998,Sports,0.44,0.04,0,0.48,4116
1999,Simulation,0.25,0.06,0.11,0.48,4117
2008,Sports,0.4,0.02,0,0.48,4118
2007,Simulation,0.24,0.18,0,0.48,4119
2012,Action,0.18,0.26,0,0.48,4120
2005,Simulation,0.41,0.07,0,0.48,4121
1999,Racing,0.27,0.18,0,0.48,4122
2011,Role-Playing,0.26,0.11,0.06,0.48,4123
2014,Simulation,0,0.43,0,0.48,4124
2000,Strategy,0.23,0.18,0,0.48,4125
2010,Racing,0.18,0.24,0,0.48,4126
2015,Action,0.25,0.18,0,0.48,4127
2008,Simulation,0.16,0.25,0.01,0.48,4128
2011,Action,0.45,0,0,0.48,4129
2010,Action,0.38,0.01,0.07,0.48,4130
1999,Sports,0.27,0.18,0,0.48,4131
2007,Platform,0.42,0.02,0,0.48,4132
2001,Racing,0.34,0.13,0,0.48,4133
2007,Action,0.14,0.01,0.31,0.48,4134
2008,Action,0.14,0.28,0,0.48,4135
2009,Role-Playing,0.12,0.06,0.27,0.48,4136
2014,Role-Playing,0.25,0.19,0.01,0.48,4137
2005,Sports,0.35,0.11,0,0.48,4138
2006,Sports,0.19,0.27,0.01,0.48,4139
2009,Action,0.19,0.05,0,0.48,4140
1981,Racing,0.45,0.03,0,0.48,4141
2008,Racing,0.06,0.4,0,0.48,4142
2008,Simulation,0.37,0.03,0.04,0.48,4143
2002,Racing,0.23,0.18,0,0.48,4144
2009,Racing,0.35,0.09,0,0.48,4145
2008,Racing,0.15,0.27,0,0.48,4146
N/A,Platform,0,0.48,0,0.48,4147
2000,Puzzle,0.14,0.11,0.19,0.47,4148
1989,Action,0.45,0.02,0,0.47,4149
1996,Shooter,0.24,0.16,0.04,0.47,4150
1998,Sports,0.45,0.02,0,0.47,4151
2015,Role-Playing,0.16,0.11,0.18,0.47,4152
N/A,Fighting,0.44,0.03,0,0.47,4153
2008,Shooter,0.23,0.16,0.01,0.47,4154
2008,Shooter,0.25,0.17,0.01,0.47,4155
2002,Fighting,0.23,0.18,0,0.47,4156
2012,Fighting,0.31,0.1,0.03,0.47,4157
2006,Action,0.39,0.02,0,0.47,4158
2009,Racing,0.19,0.23,0,0.47,4159
2006,Action,0.43,0.01,0,0.47,4160
2010,Role-Playing,0.33,0.1,0,0.47,4161
1995,Puzzle,0,0,0.47,0.47,4162
2000,Action,0.26,0.18,0,0.47,4163
2005,Platform,0.37,0.04,0.03,0.47,4164
2014,Fighting,0.15,0.16,0.09,0.47,4165
2013,Action,0.23,0.17,0,0.47,4166
1995,Action,0.26,0.18,0,0.47,4167
2001,Action,0.23,0.18,0,0.47,4168
2012,Action,0.21,0.16,0.04,0.47,4169
2014,Sports,0.14,0.28,0,0.47,4170
2010,Fighting,0.3,0.13,0,0.47,4171
2011,Role-Playing,0,0,0.47,0.47,4172
2000,Fighting,0.05,0.04,0.38,0.47,4173
2008,Simulation,0.42,0.01,0,0.47,4174
2014,Action,0.23,0.21,0,0.47,4175
2002,Platform,0,0,0.46,0.47,4176
2006,Role-Playing,0.04,0.03,0.39,0.47,4177
2002,Racing,0.23,0.18,0,0.47,4178
2007,Role-Playing,0.41,0.02,0,0.47,4179
2012,Action,0,0.3,0.05,0.47,4180
2011,Sports,0.05,0.3,0.01,0.47,4181
2009,Strategy,0,0.45,0,0.47,4182
2007,Racing,0.1,0.22,0.02,0.47,4183
2010,Action,0,0,0.47,0.47,4184
2007,Platform,0.41,0.02,0,0.47,4185
2015,Action,0.14,0.25,0,0.47,4186
2005,Racing,0.23,0.18,0,0.47,4187
1998,Platform,0.27,0.06,0.08,0.47,4188
1997,Racing,0.28,0.17,0,0.47,4189
1998,Role-Playing,0.38,0.08,0,0.47,4190
1999,Misc,0,0,0.44,0.47,4191
1997,Shooter,0.38,0.08,0,0.47,4192
2009,Puzzle,0.34,0.09,0,0.47,4193
2010,Simulation,0,0.29,0,0.47,4194
2005,Fighting,0.3,0.03,0.1,0.47,4195
1987,Action,0.44,0.02,0,0.47,4196
2011,Action,0.28,0.13,0.01,0.47,4197
2009,Platform,0.29,0.13,0,0.47,4198
2006,Sports,0.23,0.18,0,0.47,4199
2006,Racing,0.35,0.1,0,0.47,4200
N/A,Sports,0.43,0,0,0.47,4201
2015,Sports,0.37,0.05,0,0.47,4202
2011,Sports,0.04,0.33,0,0.47,4203
1999,Misc,0.26,0.18,0,0.47,4204
2007,Action,0.43,0,0,0.47,4205
2013,Sports,0.44,0,0,0.47,4206
1995,Misc,0,0,0.47,0.47,4207
2005,Sports,0,0,0.47,0.47,4208
2011,Simulation,0,0.38,0,0.47,4209
2009,Racing,0.27,0.03,0,0.47,4210
2003,Racing,0.23,0.18,0,0.47,4211
2014,Sports,0.35,0.07,0,0.47,4212
2006,Adventure,0.33,0.12,0,0.47,4213
2005,Misc,0.39,0.01,0,0.47,4214
2012,Role-Playing,0,0.01,0.46,0.47,4215
1996,Sports,0.26,0.18,0,0.47,4216
2010,Misc,0,0.41,0,0.47,4217
2005,Action,0.33,0.12,0,0.47,4218
2011,Racing,0.24,0.15,0,0.47,4219
2008,Action,0.22,0,0.22,0.47,4220
2007,Puzzle,0.43,0.01,0,0.47,4221
2004,Fighting,0.23,0.18,0,0.47,4222
2005,Misc,0.36,0.09,0,0.47,4223
2004,Action,0.3,0.08,0.07,0.47,4224
2007,Sports,0.46,0.01,0,0.47,4225
2002,Sports,0.23,0.18,0,0.46,4226
2007,Adventure,0.23,0.18,0,0.46,4227
2008,Platform,0.26,0.15,0,0.46,4228
2001,Shooter,0.33,0.12,0,0.46,4229
2007,Racing,0.35,0.06,0,0.46,4230
2004,Puzzle,0.25,0.09,0.12,0.46,4231
2005,Shooter,0.34,0.11,0,0.46,4232
2002,Misc,0.33,0.12,0,0.46,4233
N/A,Action,0.43,0.03,0,0.46,4234
2011,Misc,0.44,0,0,0.46,4235
1999,Sports,0.26,0.17,0,0.46,4236
2007,Action,0.4,0.03,0,0.46,4237
2011,Shooter,0.21,0.17,0.01,0.46,4238
2005,Platform,0.33,0.12,0,0.46,4239
2002,Action,0.2,0.15,0.06,0.46,4240
2007,Shooter,0.25,0.12,0,0.46,4241
1992,Sports,0,0,0.46,0.46,4242
2001,Strategy,0.13,0.1,0.2,0.46,4243
1993,Platform,0,0,0.46,0.46,4244
2002,Platform,0.33,0.12,0,0.46,4245
2014,Shooter,0.12,0.29,0,0.46,4246
2011,Shooter,0.13,0.25,0,0.46,4247
2004,Platform,0.33,0.12,0,0.46,4248
2012,Action,0.2,0.03,0.21,0.46,4249
2008,Strategy,0.38,0.03,0.02,0.46,4250
2006,Racing,0.37,0.04,0,0.46,4251
2008,Platform,0.27,0.16,0,0.46,4252
2007,Misc,0.23,0.18,0,0.46,4253
2005,Shooter,0.38,0.01,0,0.46,4254
2010,Sports,0.36,0.06,0,0.46,4255
2011,Action,0.34,0.09,0,0.46,4256
2005,Fighting,0.38,0.01,0,0.46,4257
2001,Platform,0.33,0.12,0,0.46,4258
2008,Platform,0.19,0.19,0,0.46,4259
1999,Racing,0.26,0.17,0,0.46,4260
2006,Shooter,0.23,0.14,0,0.46,4261
2008,Adventure,0.42,0,0,0.46,4262
2016,Action,0.04,0.16,0.24,0.46,4263
1996,Sports,0.26,0.17,0,0.46,4264
2013,Action,0.26,0.16,0,0.46,4265
2005,Shooter,0.38,0.01,0,0.46,4266
2011,Sports,0.09,0.25,0.03,0.46,4267
2014,Sports,0.3,0.12,0,0.46,4268
1983,Action,0.43,0.03,0,0.46,4269
2002,Action,0.22,0.18,0,0.46,4270
2003,Misc,0.22,0.18,0,0.46,4271
2001,Action,0.33,0.12,0,0.46,4272
2003,Racing,0.33,0.12,0,0.46,4273
2009,Action,0.19,0.19,0,0.46,4274
2015,Simulation,0.11,0.28,0,0.46,4275
2006,Fighting,0.3,0.01,0.12,0.46,4276
2011,Sports,0.43,0,0,0.46,4277
2009,Misc,0.33,0.09,0,0.46,4278
2015,Action,0.26,0.16,0,0.46,4279
2011,Misc,0.37,0.05,0,0.46,4280
2009,Platform,0.22,0.17,0,0.46,4281
2002,Misc,0,0,0.46,0.46,4282
2008,Strategy,0.18,0.23,0,0.46,4283
2006,Action,0.09,0.24,0,0.46,4284
2015,Action,0.24,0.18,0,0.46,4285
2007,Action,0.3,0.12,0,0.46,4286
2000,Racing,0.25,0.17,0,0.46,4287
2010,Action,0.29,0.13,0,0.46,4288
2015,Role-Playing,0.08,0.1,0.23,0.46,4289
1999,Fighting,0.25,0.17,0,0.46,4290
2005,Shooter,0.22,0.17,0,0.46,4291
2007,Racing,0.02,0.38,0.01,0.46,4292
2006,Sports,0.42,0,0,0.46,4293
2009,Racing,0.24,0.17,0,0.46,4294
1994,Shooter,0,0,0.46,0.46,4295
2002,Role-Playing,0.14,0.11,0.17,0.46,4296
2013,Platform,0.19,0.23,0,0.46,4297
2003,Role-Playing,0,0,0.45,0.46,4298
2010,Role-Playing,0.22,0.11,0.07,0.46,4299
2009,Adventure,0.42,0,0,0.46,4300
2015,Puzzle,0.05,0.05,0.34,0.46,4301
2010,Action,0.21,0.2,0,0.46,4302
2003,Sports,0.36,0.08,0,0.46,4303
2010,Misc,0.43,0,0,0.46,4304
1995,Simulation,0.25,0.17,0,0.46,4305
2007,Action,0.39,0.02,0.01,0.46,4306
2011,Shooter,0.2,0.16,0.03,0.46,4307
2011,Misc,0,0.35,0,0.46,4308
2015,Misc,0.13,0.1,0.15,0.46,4309
2009,Role-Playing,0,0,0.45,0.45,4310
2014,Action,0.26,0.15,0,0.45,4311
2009,Action,0.03,0.03,0.38,0.45,4312
2005,Platform,0.33,0.12,0,0.45,4313
2013,Role-Playing,0.15,0.13,0.09,0.45,4314
1999,Shooter,0.25,0.17,0,0.45,4315
2014,Action,0.21,0.21,0,0.45,4316
2007,Adventure,0.42,0,0,0.45,4317
1996,Sports,0,0,0.45,0.45,4318
2014,Adventure,0.12,0.25,0.01,0.45,4319
2005,Sports,0,0,0.45,0.45,4320
2003,Action,0.34,0.09,0.02,0.45,4321
2008,Platform,0.36,0.06,0,0.45,4322
2004,Racing,0.34,0.1,0,0.45,4323
1995,Sports,0,0,0.45,0.45,4324
2007,Puzzle,0.42,0,0,0.45,4325
2002,Role-Playing,0.23,0.06,0.16,0.45,4326
2012,Misc,0.03,0.37,0,0.45,4327
2002,Action,0.22,0.17,0,0.45,4328
2012,Shooter,0.21,0.16,0.02,0.45,4329
2012,Sports,0.39,0.03,0,0.45,4330
2011,Fighting,0.13,0.21,0.07,0.45,4331
N/A,Shooter,0.32,0.11,0,0.45,4332
2008,Misc,0.41,0.01,0,0.45,4333
2006,Sports,0.38,0.01,0,0.45,4334
2014,Action,0.14,0.26,0,0.45,4335
2008,Misc,0.42,0,0,0.45,4336
2011,Sports,0.4,0.03,0,0.45,4337
2008,Shooter,0.3,0.11,0,0.45,4338
1985,Puzzle,0.42,0.03,0,0.45,4339
1998,Sports,0.25,0.17,0,0.45,4340
2005,Shooter,0.22,0.17,0,0.45,4341
1998,Sports,0,0,0.42,0.45,4342
2007,Racing,0.12,0.28,0,0.45,4343
2004,Sports,0.22,0.17,0,0.45,4344
2008,Fighting,0.26,0.15,0,0.45,4345
2003,Shooter,0.34,0.1,0,0.45,4346
2007,Strategy,0.39,0.02,0,0.45,4347
1981,Simulation,0.42,0.02,0,0.45,4348
2010,Action,0.26,0.13,0,0.45,4349
2011,Shooter,0.3,0.11,0.01,0.45,4350
2007,Misc,0.41,0.01,0,0.45,4351
2016,Shooter,0.17,0.21,0,0.45,4352
2009,Misc,0.42,0,0,0.45,4353
2015,Sports,0.08,0.18,0.15,0.45,4354
1998,Action,0.25,0.17,0,0.45,4355
2009,Action,0.27,0.14,0,0.45,4356
2009,Sports,0.09,0.26,0.05,0.45,4357
2004,Misc,0.32,0.12,0,0.45,4358
2009,Misc,0.11,0.26,0,0.45,4359
2013,Role-Playing,0,0,0.45,0.45,4360
2009,Action,0.1,0.02,0.32,0.45,4361
2001,Sports,0,0,0.45,0.45,4362
2015,Action,0.08,0.22,0.1,0.45,4363
2003,Action,0.22,0.17,0,0.45,4364
1993,Fighting,0,0,0.45,0.45,4365
1998,Action,0.36,0.08,0,0.45,4366
2000,Puzzle,0.36,0.08,0,0.45,4367
2008,Role-Playing,0.19,0.13,0.07,0.45,4368
2009,Simulation,0.26,0.14,0,0.45,4369
2014,Sports,0.09,0.33,0,0.45,4370
2007,Simulation,0.41,0.01,0,0.45,4371
2007,Action,0.41,0,0,0.45,4372
2001,Fighting,0.32,0.12,0,0.45,4373
2006,Role-Playing,0.22,0.03,0,0.45,4374
1995,Role-Playing,0,0,0.42,0.45,4375
2009,Misc,0.21,0.19,0,0.45,4376
2012,Fighting,0.26,0.14,0.01,0.45,4377
2004,Racing,0.32,0.12,0,0.45,4378
2008,Action,0.16,0.24,0,0.45,4379
N/A,Action,0.42,0.02,0,0.45,4380
1995,Action,0,0,0.42,0.45,4381
N/A,Action,0.25,0.16,0,0.45,4382
2009,Misc,0,0.06,0,0.45,4383
2010,Shooter,0.17,0.13,0.06,0.45,4384
1999,Role-Playing,0,0,0.42,0.45,4385
2008,Misc,0.09,0.02,0,0.45,4386
2009,Sports,0.4,0.02,0,0.45,4387
2004,Action,0.04,0.03,0.36,0.45,4388
2007,Sports,0.36,0.05,0,0.45,4389
1994,Sports,0.25,0.17,0,0.45,4390
2005,Fighting,0.34,0.1,0,0.45,4391
2010,Sports,0.38,0.04,0,0.45,4392
2007,Strategy,0.04,0.26,0,0.45,4393
2004,Sports,0.35,0.09,0,0.45,4394
1987,Shooter,0.42,0.02,0,0.45,4395
2004,Fighting,0.35,0.09,0,0.45,4396
2005,Action,0.13,0,0.31,0.45,4397
2003,Racing,0.36,0.07,0,0.45,4398
2000,Racing,0.25,0.17,0,0.45,4399
2002,Racing,0.22,0.17,0,0.45,4400
1996,Role-Playing,0.14,0.09,0.19,0.45,4401
2015,Sports,0.13,0.16,0.13,0.45,4402
2008,Sports,0.18,0.22,0,0.45,4403
1981,Action,0.42,0.03,0,0.45,4404
2004,Action,0.22,0.17,0,0.45,4405
2004,Sports,0.32,0.12,0,0.45,4406
2008,Platform,0.11,0.22,0,0.45,4407
2009,Misc,0.24,0.16,0,0.45,4408
2009,Simulation,0.42,0,0,0.45,4409
2013,Misc,0.3,0.11,0,0.45,4410
2004,Misc,0.22,0.17,0,0.44,4411
2013,Shooter,0.21,0.15,0,0.44,4412
2006,Sports,0.37,0.01,0,0.44,4413
2005,Misc,0.37,0.01,0,0.44,4414
2005,Sports,0.06,0.33,0.02,0.44,4415
1999,Sports,0.42,0.02,0,0.44,4416
2004,Action,0.22,0.17,0,0.44,4417
2005,Misc,0.37,0.01,0,0.44,4418
2015,Action,0.19,0.21,0,0.44,4419
2009,Puzzle,0.3,0.11,0,0.44,4420
2002,Adventure,0.22,0.17,0,0.44,4421
2015,Action,0.2,0.21,0,0.44,4422
2004,Action,0.22,0.17,0,0.44,4423
2005,Role-Playing,0.3,0.12,0,0.44,4424
2009,Misc,0.41,0,0,0.44,4425
2012,Action,0.28,0.13,0,0.44,4426
2013,Action,0.14,0.2,0.03,0.44,4427
2004,Simulation,0.4,0.01,0.02,0.44,4428
2003,Action,0.22,0.17,0,0.44,4429
2006,Action,0.33,0.1,0,0.44,4430
2013,Action,0.26,0.13,0.01,0.44,4431
2016,Shooter,0.26,0.15,0,0.44,4432
1996,Sports,0,0,0.41,0.44,4433
2002,Sports,0.35,0.08,0,0.44,4434
2005,Shooter,0.37,0.01,0,0.44,4435
2009,Action,0.19,0.2,0,0.44,4436
2009,Action,0.25,0.15,0,0.44,4437
2005,Action,0.33,0.1,0,0.44,4438
2003,Platform,0,0,0.43,0.44,4439
1997,Shooter,0.25,0.17,0,0.44,4440
2011,Racing,0.18,0.22,0,0.44,4441
1999,Racing,0.07,0.05,0.3,0.44,4442
2012,Action,0.19,0.1,0.11,0.44,4443
2011,Shooter,0.28,0.12,0,0.44,4444
2006,Action,0.33,0.1,0,0.44,4445
2008,Misc,0.1,0.29,0,0.44,4446
2007,Misc,0.4,0.01,0,0.44,4447
2007,Shooter,0.36,0.04,0.01,0.44,4448
2005,Shooter,0,0,0.44,0.44,4449
2000,Puzzle,0.25,0.17,0,0.44,4450
1996,Role-Playing,0.25,0.17,0,0.44,4451
1996,Puzzle,0,0,0.44,0.44,4452
1991,Puzzle,0.16,0.03,0.15,0.44,4453
1997,Shooter,0.35,0.08,0,0.44,4454
2009,Shooter,0.2,0.14,0.06,0.44,4455
2009,Misc,0.41,0,0,0.44,4456
2010,Action,0.18,0.18,0,0.44,4457
2005,Misc,0.34,0.09,0,0.44,4458
2007,Strategy,0,0,0.44,0.44,4459
2001,Action,0.24,0.17,0,0.44,4460
2007,Simulation,0.41,0,0,0.44,4461
2007,Simulation,0.4,0,0,0.44,4462
2009,Strategy,0.19,0.07,0.12,0.44,4463
2004,Racing,0.34,0.08,0,0.44,4464
2002,Sports,0,0,0.44,0.44,4465
2000,Sports,0.24,0.17,0,0.44,4466
2004,Fighting,0,0,0.43,0.44,4467
2010,Action,0.26,0.14,0,0.44,4468
2003,Platform,0.34,0.09,0,0.44,4469
2003,Action,0.31,0.12,0,0.44,4470
N/A,Puzzle,0.41,0.03,0,0.44,4471
2003,Misc,0,0,0.44,0.44,4472
2010,Sports,0.41,0,0,0.44,4473
N/A,Action,0.26,0.14,0,0.44,4474
2012,Misc,0.26,0.12,0,0.44,4475
2002,Shooter,0.34,0.09,0,0.44,4476
